filename,subject_id,split,deterministic_subject_score,subject_rank,path
62__M_Right_ring_finger.BMP,62,development,08a3a6600ef8a1bfb763ce63f85ef2c5d897449253eb3ef2dd42d94b031a2c00,15,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\62__M_Right_ring_finger.BMP
62__M_Right_thumb_finger.BMP,62,development,08a3a6600ef8a1bfb763ce63f85ef2c5d897449253eb3ef2dd42d94b031a2c00,15,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\62__M_Right_thumb_finger.BMP
298__M_Left_index_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Left_index_finger.BMP
298__M_Left_little_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Left_little_finger.BMP
298__M_Left_middle_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Left_middle_finger.BMP
298__M_Left_ring_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Left_ring_finger.BMP
298__M_Left_thumb_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Left_thumb_finger.BMP
298__M_Right_index_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Right_index_finger.BMP
298__M_Right_little_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Right_little_finger.BMP
298__M_Right_middle_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Right_middle_finger.BMP
298__M_Right_ring_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Right_ring_finger.BMP
298__M_Right_thumb_finger.BMP,298,development,08dc2024d21ae8d5ecf08a545edf565f7d307182062bf3981b74206d5830feb9,16,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\298__M_Right_thumb_finger.BMP
249__M_Left_index_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Left_index_finger.BMP
249__M_Left_little_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Left_little_finger.BMP
249__M_Left_middle_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Left_middle_finger.BMP
249__M_Left_ring_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Left_ring_finger.BMP
249__M_Left_thumb_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Left_thumb_finger.BMP
249__M_Right_index_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Right_index_finger.BMP
249__M_Right_little_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Right_little_finger.BMP
249__M_Right_middle_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Right_middle_finger.BMP
249__M_Right_ring_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Right_ring_finger.BMP
249__M_Right_thumb_finger.BMP,249,development,0979a3ccbc9d5a93b7a536ac0b40121a05c1681f1fa98128faf75a010dbc1c68,17,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\249__M_Right_thumb_finger.BMP
393__M_Left_index_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Left_index_finger.BMP
393__M_Left_little_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Left_little_finger.BMP
393__M_Left_middle_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Left_middle_finger.BMP
393__M_Left_ring_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Left_ring_finger.BMP
393__M_Left_thumb_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Left_thumb_finger.BMP
393__M_Right_index_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Right_index_finger.BMP
393__M_Right_little_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Right_little_finger.BMP
393__M_Right_middle_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Right_middle_finger.BMP
393__M_Right_ring_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Right_ring_finger.BMP
393__M_Right_thumb_finger.BMP,393,development,09bc7316964d82089bd0a58f5d8149d0034fd4ca79401de06a2db5c56a5cd335,18,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\393__M_Right_thumb_finger.BMP
245__M_Left_index_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Left_index_finger.BMP
245__M_Left_little_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Left_little_finger.BMP
245__M_Left_middle_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Left_middle_finger.BMP
245__M_Left_ring_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Left_ring_finger.BMP
245__M_Left_thumb_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Left_thumb_finger.BMP
245__M_Right_index_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Right_index_finger.BMP
245__M_Right_little_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Right_little_finger.BMP
245__M_Right_middle_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Right_middle_finger.BMP
245__M_Right_ring_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Right_ring_finger.BMP
245__M_Right_thumb_finger.BMP,245,development,09f8425eaf12b8680c6f3be50ef93326dc7d0ded840cf9b058c08ff272109e48,19,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\245__M_Right_thumb_finger.BMP
353__M_Left_index_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Left_index_finger.BMP
353__M_Left_little_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Left_little_finger.BMP
353__M_Left_middle_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Left_middle_finger.BMP
353__M_Left_ring_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Left_ring_finger.BMP
353__M_Left_thumb_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Left_thumb_finger.BMP
353__M_Right_index_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Right_index_finger.BMP
353__M_Right_little_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Right_little_finger.BMP
353__M_Right_middle_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Right_middle_finger.BMP
353__M_Right_ring_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Right_ring_finger.BMP
353__M_Right_thumb_finger.BMP,353,development,0a3ca1ada186ddd191aa1035e170947b84950b4ce2d32abfa4a96b6bdce4f39b,20,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\353__M_Right_thumb_finger.BMP
382__M_Left_index_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Left_index_finger.BMP
382__M_Left_little_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Left_little_finger.BMP
382__M_Left_middle_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Left_middle_finger.BMP
382__M_Left_ring_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Left_ring_finger.BMP
382__M_Left_thumb_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Left_thumb_finger.BMP
382__M_Right_index_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Right_index_finger.BMP
382__M_Right_little_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Right_little_finger.BMP
382__M_Right_middle_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Right_middle_finger.BMP
382__M_Right_ring_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Right_ring_finger.BMP
382__M_Right_thumb_finger.BMP,382,development,0b7a30883ebc8425ae73638d95a62a0ca0703d2d1a2711a9cf3d83d0b205cd96,21,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\382__M_Right_thumb_finger.BMP
95__M_Left_index_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Left_index_finger.BMP
95__M_Left_little_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Left_little_finger.BMP
95__M_Left_middle_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Left_middle_finger.BMP
95__M_Left_ring_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Left_ring_finger.BMP
95__M_Left_thumb_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Left_thumb_finger.BMP
95__M_Right_index_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Right_index_finger.BMP
95__M_Right_little_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Right_little_finger.BMP
95__M_Right_middle_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Right_middle_finger.BMP
95__M_Right_ring_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Right_ring_finger.BMP
95__M_Right_thumb_finger.BMP,95,development,0bc0f27fc8559d81b3fd3bbc5ab258b0738b611937e549b623d02c051c9fef96,22,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\95__M_Right_thumb_finger.BMP
344__M_Left_index_finger.BMP,344,development,0c40607fefee50f1c74cf72b594d727b165752d079c54bdca34440fdade71d15,23,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\344__M_Left_index_finger.BMP
344__M_Left_little_finger.BMP,344,development,0c40607fefee50f1c74cf72b594d727b165752d079c54bdca34440fdade71d15,23,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\344__M_Left_little_finger.BMP
344__M_Left_middle_finger.BMP,344,development,0c40607fefee50f1c74cf72b594d727b165752d079c54bdca34440fdade71d15,23,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\344__M_Left_middle_finger.BMP
344__M_Left_ring_finger.BMP,344,development,0c40607fefee50f1c74cf72b594d727b165752d079c54bdca34440fdade71d15,23,C:\Users\Acer\Documents\GitHub\ImageProcessing\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Jupyter_Project\Fingerprint_Enhancement_Project\data\SOCOFing\Real\344__M_Left_ring_finger.BMP
