Dataset split,Image,Path,Ridge coherence,Sharpness Laplacian variance,Local contrast,Intensity dynamic range,Foreground usable-area ratio,Valid ridge-frequency-block ratio,Mean valid ridge frequency,Eligible frequency-block ratio,Orientation confidence valid ratio,Entropy,Log sharpness,Ridge coherence score,Log sharpness score,Local contrast score,Intensity dynamic range score,Foreground usable-area ratio score,Valid ridge-frequency-block ratio score,Orientation confidence valid ratio score,Entropy score,Diagnostic quality score,Quality band vs Real,Selected for screening24
Real,318__F_Right_little_finger.BMP,data\SOCOFing\Real\318__F_Right_little_finger.BMP,0.6215687990188599,1529.0567447459325,0.2017655372619629,1.0,1.0,1.0,0.10591732759522723,0.984375,0.7807159423828125,-0.8416525784821682,3.1844236027914894,0.3425573550448469,0.668126238825545,0.6358160167366158,0.5,1.0,0.5,0.4008994045753683,0.7404665775364248,0.5984831990898501,Medium quality,False
Real,319__M_Right_ring_finger.BMP,data\SOCOFing\Real\319__M_Right_ring_finger.BMP,0.6340149641036987,1432.986654584514,0.18670770525932312,1.0,0.98828125,1.0,0.10538176321833963,0.953125,0.7812963191699605,-1.1592854220291284,3.1562421458284033,0.39682487746393325,0.6074307533166444,0.48609253720730633,0.5,0.0,0.5,0.4032833326933582,0.515356088479578,0.42612344864510254,Lower quality,False
Real,320__M_Left_index_finger.BMP,data\SOCOFing\Real\320__M_Left_index_finger.BMP,0.6822288036346436,1312.2219363963231,0.17684239149093628,1.0,1.0,1.0,0.10812249895751402,0.984375,0.8302459716796875,-1.193774254814414,3.1180072935769316,0.6070459053725996,0.5250828845104311,0.38799945821742665,0.5,1.0,0.5,0.6043465998119714,0.4909134082812768,0.5769235320242132,Medium quality,False
Real,321__M_Left_middle_finger.BMP,data\SOCOFing\Real\321__M_Left_middle_finger.BMP,0.6710222363471985,2513.848584345542,0.23317812383174896,1.0,1.0,1.0,0.12211422813124356,1.0,0.86993408203125,-0.4122339322933063,3.4003391154487526,0.5581832527107577,1.0,0.9481585745111687,0.5,1.0,0.5,0.7673675963647761,1.0,0.7842136779483379,Higher quality,False
Real,322__M_Left_thumb_finger.BMP,data\SOCOFing\Real\322__M_Left_thumb_finger.BMP,0.7457624673843384,1744.7525455271825,0.22931617498397827,1.0,1.0,1.0,0.10655864016114733,1.0,0.9021759033203125,-0.7716209543430427,3.2417338406174387,0.8840641273230032,0.7915574976860394,0.9097583307608686,0.5,1.0,0.5,0.8998025697273585,0.7900988919512693,0.7844101771810674,Higher quality,False
Real,323__M_Right_little_finger.BMP,data\SOCOFing\Real\323__M_Right_little_finger.BMP,0.7130153775215149,1870.34666173812,0.20165963470935822,1.0,1.0,1.0,0.1171524805513561,1.0,0.8651123046875,-0.8056239792719884,3.271922108850321,0.7412809148895313,0.8565751296511922,0.6347630033503442,0.5,1.0,0.5,0.7475618928235666,0.766000510040598,0.718272681344404,Higher quality,False
Real,324__M_Right_ring_finger.BMP,data\SOCOFing\Real\324__M_Right_ring_finger.BMP,0.6498668193817139,1913.1695377146825,0.22535167634487152,1.0,1.0,1.0,0.11444010107069927,1.0,0.82708740234375,-0.7228064822772451,3.281753457236649,0.46594182278966173,0.8777492820130429,0.8703384108990841,0.5,1.0,0.5,0.5913726104669385,0.824694337299662,0.7037620579335486,Higher quality,False
Real,326__M_Left_index_finger.BMP,data\SOCOFing\Real\326__M_Left_index_finger.BMP,0.636996865272522,1698.1620303904638,0.20627494156360626,1.0,1.0,1.0,0.10646883661582356,0.96875,0.7817230224609375,-1.2623568961793845,3.2299791261595487,0.4098265038627133,0.7662409179941284,0.6806540586624468,0.5,1.0,0.5,0.40503603885929185,0.4423080066292391,0.5880081907509774,Medium quality,False
Real,327__M_Left_middle_finger.BMP,data\SOCOFing\Real\327__M_Left_middle_finger.BMP,0.698893666267395,1381.4043094431981,0.1690884828567505,1.0,1.0,1.0,0.13202228421679213,1.0,0.8874664306640625,-0.727918850911414,3.1403208065018076,0.6797077092591212,0.5731403537235545,0.3109005650660667,0.5,1.0,0.5,0.8393826386712632,0.821071135773569,0.6530253003116968,Medium quality,False
Real,328__M_Left_thumb_finger.BMP,data\SOCOFing\Real\328__M_Left_thumb_finger.BMP,0.669990062713623,2111.034619501792,0.2240082323551178,1.0,1.0,1.0,0.11448677607252822,1.0,0.8404998779296875,-0.7007504831969646,3.324495355493972,0.5536827896830997,0.9698041487893895,0.8569802389747724,0.5,1.0,0.5,0.6464650579755564,0.8403257080488435,0.7334072429339576,Higher quality,False
Real,329__M_Right_little_finger.BMP,data\SOCOFing\Real\329__M_Right_little_finger.BMP,0.6129122972488403,1551.578320673667,0.18242603540420532,1.0,1.0,1.0,0.10533942547417123,0.9375,0.73095703125,-1.63257719353208,3.1907737028192447,0.3048134475301028,0.6818026929818912,0.4435189111506731,0.5,1.0,0.5,0.19651206518332812,0.17992811144842136,0.4758219035368021,Lower quality,False
Real,32__M_Right_ring_finger.BMP,data\SOCOFing\Real\32__M_Right_ring_finger.BMP,0.5885350704193115,943.9716007029638,0.14934812486171722,1.0,1.0,1.0,0.10450232145985808,0.9375,0.7356719970703125,-2.0092669542265984,2.9749589287858664,0.1985243460704033,0.21699413084447258,0.11461765490659223,0.5,1.0,0.5,0.21587903478533377,0.0,0.34325189582585025,Lower quality,False
Real,331__M_Left_index_finger.BMP,data\SOCOFing\Real\331__M_Left_index_finger.BMP,0.7493177652359009,1534.1826297556981,0.24164080619812012,1.0,1.0,1.0,0.09886024804769969,1.0,0.90496826171875,-0.5284715376381096,3.1858770612909884,0.8995658665777091,0.6712566081818804,1.0,0.5,1.0,0.5,0.911272328423692,0.9624220166543422,0.805564602479703,Higher quality,False
Real,332__M_Left_middle_finger.BMP,data\SOCOFing\Real\332__M_Left_middle_finger.BMP,0.7256961464881897,1925.2368289744481,0.23569241166114807,1.0,1.0,1.0,0.10699111558533601,1.0,0.8861083984375,-0.7115322692409958,3.284484160956386,0.7965713525062189,0.8836305034228332,0.9731587154537582,0.5,1.0,0.5,0.8338044500156694,0.8326845173515115,0.789981192343749,Higher quality,False
Real,333__M_Left_thumb_finger.BMP,data\SOCOFing\Real\333__M_Left_thumb_finger.BMP,0.7480528354644775,1837.16355626937,0.2163175791501999,1.0,1.0,1.0,0.11413375406589432,1.0,0.912261962890625,-0.7080727078664125,3.2641478217512776,0.8940505448491789,0.8398313491369302,0.7805103090743936,0.5,1.0,0.5,0.941231588843623,0.8351363530756075,0.7863450181224666,Higher quality,False
Real,334__F_Right_little_finger.BMP,data\SOCOFing\Real\334__F_Right_little_finger.BMP,0.6640534400939941,1545.7696964060888,0.18506896495819092,1.0,1.0,1.0,0.1150396163554577,0.96875,0.80108642578125,-1.5763661405014007,3.1891447890450704,0.5277980453535545,0.6782944388662453,0.46979816628542276,0.5,1.0,0.5,0.4845722344092762,0.21976560903473694,0.5475285617436545,Medium quality,False
Real,335__M_Right_ring_finger.BMP,data\SOCOFing\Real\335__M_Right_ring_finger.BMP,0.5606437921524048,1910.7830325877294,0.1619437038898468,1.0,1.0,0.9838709677419355,0.13389633692225655,0.96875,0.7295379638671875,-1.0375638060815693,3.281211376170957,0.0769133471539501,0.8765817812159596,0.2398583879980061,0.5,1.0,0.5,0.19068317141961766,0.6016217661367239,0.49820730674053215,Lower quality,False
Real,337__F_Left_index_finger.BMP,data\SOCOFing\Real\337__F_Left_index_finger.BMP,0.5694344639778137,1042.786084345542,0.15136811137199402,1.0,1.0,1.0,0.10561283570164258,0.90625,0.7078704833984375,-1.7964839068862168,3.018195227010803,0.11524226028602158,0.3101138058068977,0.13470284438592023,0.5,1.0,0.5,0.10168285803823249,0.0637653116862013,0.34068838502540916,Lower quality,False
Real,338__M_Left_middle_finger.BMP,data\SOCOFing\Real\338__M_Left_middle_finger.BMP,0.6685462594032288,1613.1729556834325,0.17541253566741943,1.0,1.0,1.0,0.11805207551097287,0.96875,0.819549560546875,-1.0258985905932105,3.2076809325917774,0.5473875470937968,0.7182164426683816,0.37378207359760507,0.5,1.0,0.5,0.5604105296145411,0.6098890546646173,0.6012107059548678,Medium quality,False
Real,339__M_Left_thumb_finger.BMP,data\SOCOFing\Real\339__M_Left_thumb_finger.BMP,0.6475915312767029,1524.4440128123388,0.19928979873657227,1.0,1.0,1.0,0.11427157114321596,1.0,0.8372344970703125,-0.6167846298701525,3.183111478964993,0.4560211566722749,0.6653002673790962,0.6111991803712437,0.5,1.0,0.5,0.6330523346913195,0.8998333902375075,0.6581757911689302,Medium quality,False
Real,33__M_Right_little_finger.BMP,data\SOCOFing\Real\33__M_Right_little_finger.BMP,0.5346888303756714,978.5861331736669,0.14373187720775604,1.0,1.0,1.0,0.10610921038541975,0.84375,0.654083251953125,-2.2382235432181212,2.990599057398959,0.0,0.25067887613059225,0.05877401549675059,0.5,1.0,0.5,0.0,0.0,0.28868161145341786,Lower quality,False
Real,340__M_Right_ring_finger.BMP,data\SOCOFing\Real\340__M_Right_ring_finger.BMP,0.623073399066925,1581.879834345542,0.17199890315532684,1.0,1.0,1.0,0.1160028520667117,0.953125,0.777374267578125,-1.1548362721659509,3.19917348974145,0.34911768236523555,0.6998936364729386,0.33983954206615485,0.5,1.0,0.5,0.38717329990598565,0.5185092583168119,0.5368166773908908,Lower quality,False
Real,342__M_Left_index_finger.BMP,data\SOCOFing\Real\342__M_Left_index_finger.BMP,0.6638126373291016,1501.6541263377294,0.174279123544693,1.0,1.0,1.0,0.1147116942194687,0.96875,0.8190155029296875,-1.230617791689222,3.1765699138129113,0.5267481019088621,0.6512114474357638,0.3625122967316157,0.5,1.0,0.5,0.558216859918521,0.4648019189533609,0.5704363281185154,Medium quality,False
Real,343__M_Left_middle_finger.BMP,data\SOCOFing\Real\343__M_Left_middle_finger.BMP,0.6619223356246948,1940.6729862010106,0.24095597863197327,1.0,1.0,1.0,0.11083972673083145,1.0,0.8418731689453125,-0.6038441907183394,3.287952360605609,0.5185060458680268,0.8911000981221823,1.0,0.5,1.0,0.5,0.6521059229081795,0.9090044462074937,0.7463395641382353,Higher quality,False
Real,344__M_Left_thumb_finger.BMP,data\SOCOFing\Real\344__M_Left_thumb_finger.BMP,0.6004619598388672,924.1607791697606,0.16899406909942627,1.0,1.0,1.0,0.1012818268807363,0.984375,0.75982666015625,-1.560736045928672,2.9657475333759487,0.25052773302162823,0.1971551950026617,0.30996178740806524,0.5,1.0,0.5,0.3150955813224695,0.23084285845888694,0.412947894401714,Lower quality,False
Real,345__M_Right_little_finger.BMP,data\SOCOFing\Real\345__M_Right_little_finger.BMP,0.6653404831886292,1291.31834142562,0.17061007022857666,1.0,1.0,1.0,0.11382549512550807,0.96875,0.8196563720703125,-1.060643213961418,3.1110333196340636,0.5334097851558424,0.5100627691578696,0.3260300575240602,0.5,1.0,0.5,0.5608492635537451,0.5852650923842281,0.5644521209719682,Medium quality,False
Real,346__M_Right_thumb_finger.BMP,data\SOCOFing\Real\346__M_Right_thumb_finger.BMP,0.7651211023330688,1878.3255435740575,0.24380339682102203,1.0,1.0,1.0,0.10877898504476066,1.0,0.92120361328125,-0.4935137957683796,3.273770864567618,0.9684712638925516,0.8605568657976113,1.0,0.5,1.0,0.5,0.9779598871827017,0.9871970187628836,0.8492731294544685,Higher quality,False
Real,348__F_Left_little_finger.BMP,data\SOCOFing\Real\348__F_Left_little_finger.BMP,0.6484578847885132,1810.1699344431981,0.17961326241493225,1.0,1.0,1.0,0.1197498522223653,0.984375,0.8030548095703125,-1.2366901633268037,3.2577193473148744,0.45979861409024614,0.8259860970085492,0.4155508637580477,0.5,1.0,0.5,0.49265747414603583,0.4604983509286996,0.5818114249914473,Medium quality,False
Real,349__M_Left_ring_finger.BMP,data\SOCOFing\Real\349__M_Left_ring_finger.BMP,0.5514108538627625,725.9794437205419,0.16656267642974854,1.0,1.0,1.0,0.08238486330930048,1.0,0.6998748779296875,-1.0081566917139078,2.8609243237233337,0.036656072546725746,0.0,0.2857858920638757,0.5,1.0,0.5,0.06884048887496076,0.6224629670123387,0.37671817756223763,Lower quality,False
Real,34__M_Right_index_finger.BMP,data\SOCOFing\Real\34__M_Right_index_finger.BMP,0.6398085951805115,1090.895309389905,0.17537468671798706,1.0,0.9612274169921875,1.0,0.10618319990346027,0.96875,0.7692356536233035,-1.6068751160211883,3.0377830743868204,0.4220861529014446,0.35230090451222407,0.37340573280667644,0.5,0.0,0.5,0.3537435158794621,0.19814350496265798,0.3374599763828081,Lower quality,False
Real,350__M_Right_middle_finger.BMP,data\SOCOFing\Real\350__M_Right_middle_finger.BMP,0.724347710609436,1519.7534305369481,0.20711347460746765,1.0,1.0,1.0,0.10476619450040178,1.0,0.907928466796875,-0.6253534476094013,3.181773132389813,0.7906919291029327,0.6624178189923392,0.6889917851695043,0.5,1.0,0.5,0.923431526167346,0.8937605586928183,0.7449117022656176,Higher quality,False
Real,351__M_Right_thumb_finger.BMP,data\SOCOFing\Real\351__M_Right_thumb_finger.BMP,0.7643681764602661,1364.7848026072606,0.22827193140983582,1.0,1.0,1.0,0.09783434260737243,1.0,0.920074462890625,-0.9029069229879235,3.135064177817767,0.965188371418949,0.5618189507692726,0.8993751772385474,0.5,1.0,0.5,0.973321842682545,0.697054834296754,0.7620948970507584,Higher quality,False
Real,353__M_Left_little_finger.BMP,data\SOCOFing\Real\353__M_Left_little_finger.BMP,0.699267566204071,924.7938052928075,0.15479403734207153,1.0,1.0,1.0,0.11986827436654214,0.984375,0.8592987060546875,-1.1308435063785665,2.9660449119759336,0.6813379803552982,0.1977956707072956,0.16876761259158934,0.5,1.0,0.5,0.7236822312754625,0.5355132405873859,0.538387091939629,Lower quality,False
Real,354__M_Left_ring_finger.BMP,data\SOCOFing\Real\354__M_Left_ring_finger.BMP,0.6458480954170227,1032.911572626792,0.14428284764289856,1.0,1.0,1.0,0.12231944594427378,0.921875,0.8063812255859375,-1.1785122505542343,3.0140631432388405,0.4484194621779054,0.30121437839151505,0.064252440986745,0.5,1.0,0.5,0.5063209025383894,0.5017297873579222,0.47774212143155964,Lower quality,False
Real,355__M_Right_index_finger.BMP,data\SOCOFing\Real\355__M_Right_index_finger.BMP,0.7744027376174927,1941.7772647654638,0.23881350457668304,1.0,1.0,1.0,0.10332119439232748,1.0,0.943450927734375,-0.5348812366796827,3.2881994118587907,1.0,0.8916321818883651,1.0,0.5,1.0,0.5,1.0,0.9578793803518642,0.8561889452800286,Higher quality,False
Real,356__M_Right_middle_finger.BMP,data\SOCOFing\Real\356__M_Right_middle_finger.BMP,0.7752662897109985,2155.1932193553075,0.23447056114673615,1.0,1.0,1.0,0.1109700361622373,1.0,0.9237213134765625,-0.5704075456782112,3.33348621200864,1.0,0.9891681015478809,0.961009575361721,0.5,1.0,0.5,0.9883014728925106,0.9327014273929126,0.8588975721493782,Higher quality,False
Real,357__M_Right_thumb_finger.BMP,data\SOCOFing\Real\357__M_Right_thumb_finger.BMP,0.7038683891296387,2175.8423282420263,0.23266533017158508,1.0,1.0,1.0,0.11729086843937332,1.0,0.8750762939453125,-0.474185400319185,3.33762742114773,0.7013983973237046,0.9980871826166912,0.9430597494567488,0.5,1.0,0.5,0.7884895017235979,1.0,0.8038793538900928,Higher quality,False
Real,359__M_Left_little_finger.BMP,data\SOCOFing\Real\359__M_Left_little_finger.BMP,0.6333971619606018,1712.12742345687,0.18438923358917236,1.0,1.0,1.0,0.11796735222811845,0.984375,0.80865478515625,-0.8605352417814099,3.23353608349817,0.3941311487995182,0.7739016735357905,0.46303944127794244,0.5,1.0,0.5,0.5156596678157319,0.727084190745055,0.6092270152717547,Medium quality,False
Real,35__M_Left_ring_finger.BMP,data\SOCOFing\Real\35__M_Left_ring_finger.BMP,0.6984313726425171,828.3594486033544,0.1522083878517151,1.0,1.0,1.0,0.1114012039552719,1.0,0.864410400390625,-0.866366215500319,2.9182188303483354,0.6776920257549048,0.0947908030676381,0.1430579062758671,0.5,1.0,0.5,0.7446787840802259,0.7229517045358725,0.5478964029643136,Medium quality,False
Real,360__M_Right_index_finger.BMP,data\SOCOFing\Real\360__M_Right_index_finger.BMP,0.7520611882209778,1575.9165469920263,0.2194168120622635,1.0,1.0,1.0,0.10996335509415414,1.0,0.9206695556640625,-0.4755151670447564,3.1975332156024723,0.9115276851244559,0.6963609151035871,0.811326693224819,0.5,1.0,0.5,0.9757662174866817,0.9999528788593487,0.7993667987248614,Higher quality,False
Real,361__M_Right_middle_finger.BMP,data\SOCOFing\Real\361__M_Right_middle_finger.BMP,0.6931844353675842,1608.5371524607763,0.2017674446105957,1.0,1.0,1.0,0.10819327122479666,0.984375,0.845947265625,-0.8968511898760562,3.2064310962745854,0.6548144338012347,0.7155246222214121,0.6358349819418279,0.5,1.0,0.5,0.6688404888749611,0.701346610383847,0.6720451421529103,Medium quality,False
Real,362__M_Right_thumb_finger.BMP,data\SOCOFing\Real\362__M_Right_thumb_finger.BMP,0.6853118538856506,1772.729199579917,0.2097001075744629,1.0,1.0,1.0,0.1154461767912025,1.0,0.888214111328125,-0.42789984529019387,3.2486423982571737,0.6204885599955486,0.8064367234357652,0.7147112704191642,0.5,1.0,0.5,0.8424537762456913,1.0,0.7480112912620213,Higher quality,False
Real,364__M_Left_little_finger.BMP,data\SOCOFing\Real\364__M_Left_little_finger.BMP,0.5763067603111267,1244.8563663279638,0.16067542135715485,1.0,1.0,1.0,0.10928403892383746,0.875,0.7183990478515625,-1.6271772789863816,3.095119244676929,0.14520671060437407,0.4757880151161058,0.2272475636915857,0.5,1.0,0.5,0.1449294891883422,0.18375510046716756,0.39711585988344694,Lower quality,False
Real,365__M_Left_ring_finger.BMP,data\SOCOFing\Real\365__M_Left_ring_finger.BMP,0.7269273400306702,1072.7290469920263,0.1564214825630188,1.0,1.0,1.0,0.11366252841533457,0.984375,0.880035400390625,-0.8021538654358991,3.03049004045979,0.8019395781976957,0.3365936174257613,0.18494967393885722,0.5,1.0,0.5,0.8088592917580698,0.7684598244301363,0.6126002482188151,Medium quality,False
Real,366__M_Right_index_finger.BMP,data\SOCOFing\Real\366__M_Right_index_finger.BMP,0.6856986284255981,1353.4364444529638,0.20116044580936432,1.0,1.0,1.0,0.10449934189000325,0.984375,0.84326171875,-0.9253937394917785,3.131437866703175,0.622174966681838,0.5540088253383985,0.6297994535487266,0.5,1.0,0.5,0.6578094641178316,0.6811181376882184,0.6431138559218766,Medium quality,False
Real,367__M_Right_middle_finger.BMP,data\SOCOFing\Real\367__M_Right_middle_finger.BMP,0.5648372769355774,1455.6664249217138,0.16444498300552368,1.0,1.0,1.0,0.11894987523713771,0.984375,0.7486724853515625,-0.8882648597895582,3.1630618650776743,0.09519769642408218,0.6221186444150743,0.2647291803144221,0.5,1.0,0.5,0.2692792228141649,0.7074318531546857,0.4948445746403036,Lower quality,False
Real,368__M_Right_thumb_finger.BMP,data\SOCOFing\Real\368__M_Right_thumb_finger.BMP,0.7146177291870117,1933.7605716502294,0.22521083056926727,1.0,1.0,1.0,0.11529498436897316,1.0,0.8907928466796875,-0.5570472199530357,3.2864027009527037,0.7482674568755872,0.8877625366494077,0.8689379490266994,0.5,1.0,0.5,0.8530460670636167,0.9421700623878587,0.7875230090003962,Higher quality,False
Real,36__M_Left_little_finger.BMP,data\SOCOFing\Real\36__M_Left_little_finger.BMP,0.7635802030563354,1580.5589114939794,0.21455633640289307,1.0,1.0,1.0,0.11044671433621728,1.0,0.9040069580078125,-0.9463150976485383,3.1988106877491145,0.9617526653944852,0.699112255897149,0.7629978682146265,0.5,1.0,0.5,0.9073237229708558,0.6662909015818699,0.7496846767573733,Higher quality,False
Real,370__M_Left_ring_finger.BMP,data\SOCOFing\Real\370__M_Left_ring_finger.BMP,0.6553059816360474,1465.5125858103856,0.1686694324016571,1.0,1.0,1.0,0.11868208457354862,0.96875,0.8124847412109375,-1.1348643912424194,3.165989552508013,0.4896575502901469,0.6284241172029242,0.30673385021469085,0.5,1.0,0.5,0.5313914133500471,0.532663587673551,0.5611088148414201,Medium quality,False
Real,371__M_Right_index_finger.BMP,data\SOCOFing\Real\371__M_Right_index_finger.BMP,0.6353442072868347,1323.137921503745,0.19599208235740662,1.0,1.0,1.0,0.10320331618518853,0.96875,0.777618408203125,-1.295373942813639,3.1216051166183743,0.40262061725603354,0.5328316540847475,0.5784092295534289,0.5,1.0,0.5,0.388176120338452,0.4189084002407678,0.5401182526841788,Lower quality,True
Real,372__M_Right_middle_finger.BMP,data\SOCOFing\Real\372__M_Right_middle_finger.BMP,0.7177337408065796,1687.7625858103856,0.2147502452135086,1.0,1.0,1.0,0.10852957828619897,1.0,0.9089202880859375,-0.6917096271537421,3.2273113552492867,0.7618538290047033,0.7604952373915616,0.7649259480226399,0.5,1.0,0.5,0.9275054841742404,0.8467330792219745,0.7576891972268899,Higher quality,False
Real,373__M_Right_thumb_finger.BMP,data\SOCOFing\Real\373__M_Right_thumb_finger.BMP,0.7171316742897034,2037.458234003745,0.2195431888103485,1.0,1.0,1.0,0.11717065638588582,1.0,0.872894287109375,-0.6878742681459784,3.3090887148708523,0.7592287105059811,0.9366222755489015,0.8125832862357897,0.5,1.0,0.5,0.7795267941084302,0.8494512475710186,0.7671765392462653,Higher quality,False
Real,375__M_Left_little_finger.BMP,data\SOCOFing\Real\375__M_Left_little_finger.BMP,0.5643314123153687,668.3026248728856,0.13784748315811157,1.0,1.0,1.0,0.10051995765116802,0.9375,0.704559326171875,-1.571645777130829,2.8249731668929154,0.09299203552925436,0.0,0.0002641349322788089,0.5,1.0,0.5,0.08808210592290813,0.22311099137936313,0.30055615847047557,Lower quality,False
Real,376__F_Left_ring_finger.BMP,data\SOCOFing\Real\376__F_Left_ring_finger.BMP,0.5204036235809326,1517.747510126792,0.1469038724899292,1.0,1.0,1.0,0.11848708448243754,0.828125,0.6334686279296875,-2.0874494531959695,3.181199529083065,0.0,0.6611824275348216,0.09031389259288639,0.5,1.0,0.5,0.0,0.0,0.3439370400159635,Lower quality,False
Real,377__M_Right_index_finger.BMP,data\SOCOFing\Real\377__M_Right_index_finger.BMP,0.6966344714164734,1565.1778079783544,0.185111403465271,1.0,1.0,1.0,0.11191305250428643,0.984375,0.8596343994140625,-0.8835693301269614,3.194563681586892,0.6698572126293747,0.6899653157189657,0.4702201421013931,0.5,1.0,0.5,0.7250611093701037,0.7107596355304772,0.6582329269187893,Medium quality,False
Real,378__F_Right_middle_finger.BMP,data\SOCOFing\Real\378__F_Right_middle_finger.BMP,0.6370600461959839,1894.4622012889013,0.19515666365623474,1.0,1.0,1.0,0.11569847910902753,1.0,0.822052001953125,-0.7451385946993655,3.277485944561966,0.4101019840734494,0.8685581761719019,0.5701024696705067,0.5,1.0,0.5,0.5706894390473207,0.80886728146728,0.6535399188038074,Medium quality,False
Real,379__F_Right_thumb_finger.BMP,data\SOCOFing\Real\379__F_Right_thumb_finger.BMP,0.7654148936271667,2110.2963077342138,0.2383805513381958,1.0,1.0,1.0,0.110832979863893,1.0,0.8971710205078125,-0.627567150003111,3.3243434390792768,0.9697522468724745,0.9694769605762761,0.9998875052183022,0.5,1.0,0.5,0.8792447508617991,0.8921916792818936,0.8388191428513432,Higher quality,False
Real,380__M_Left_little_finger.BMP,data\SOCOFing\Real\380__M_Left_little_finger.BMP,0.5746617317199707,1448.1758548533544,0.16549043357372284,1.0,1.0,1.0,0.11052900761081959,0.90625,0.6868743896484375,-1.6948668524052057,3.1608213022997957,0.13803408953257568,0.6172930583641245,0.2751243352556667,0.5,1.0,0.5,0.015440300846129656,0.13578262757612655,0.39770930144682787,Lower quality,False
Real,381__M_Left_ring_finger.BMP,data\SOCOFing\Real\381__M_Left_ring_finger.BMP,0.6707429885864258,1511.5667850291356,0.19407430291175842,1.0,1.0,1.0,0.112501065393984,1.0,0.8511199951171875,-0.7095567130323683,3.1794273402196733,0.5569656821567023,0.6573655963604113,0.5593403083752738,0.5,1.0,0.5,0.690087746787841,0.8340846194924529,0.6622304941465851,Medium quality,False
Real,382__M_Right_index_finger.BMP,data\SOCOFing\Real\382__M_Right_index_finger.BMP,0.7803450226783752,1425.813183954917,0.24570801854133606,1.0,1.0,1.0,0.09703697719247421,1.0,0.8994140625,-0.9612483176879546,3.1540626261522537,1.0,0.602736638136816,1.0,0.5,1.0,0.5,0.8884581635850833,0.6557075361190048,0.7683627922301131,Higher quality,False
Real,383__M_Right_middle_finger.BMP,data\SOCOFing\Real\383__M_Right_middle_finger.BMP,0.7911635637283325,1881.003857783042,0.22961249947547913,1.0,1.0,1.0,0.10593306302739447,1.0,0.9434356689453125,-0.5721319679453358,3.2743896862532864,1.0,0.8618896458133604,0.9127047531893752,0.5,1.0,0.5,1.0,0.9314793071122824,0.8382592132643772,Higher quality,False
Real,384__F_Right_thumb_finger.BMP,data\SOCOFing\Real\384__F_Right_thumb_finger.BMP,0.707293689250946,1956.1997972015085,0.20472368597984314,1.0,0.9904327392578125,1.0,0.1193327809076245,1.0,0.8936665177402209,-0.5699274655298329,3.291413209547073,0.7163333230504714,0.8985538613200985,0.6652295683640048,0.5,0.009087317265902806,0.5,0.864849821787723,0.9330416663801063,0.6358869447710384,Medium quality,False
Real,386__M_Left_little_finger.BMP,data\SOCOFing\Real\386__M_Left_little_finger.BMP,0.719633162021637,1892.6268131053075,0.19644124805927277,1.0,1.0,1.0,0.11918514357412743,1.0,0.87060546875,-0.9688729461958254,3.277064988508563,0.7701356477552015,0.86765154696275,0.5828753872152247,0.5,1.0,0.5,0.7701253525540586,0.6503038636488756,0.7051364747670139,Higher quality,False
Real,387__F_Left_ring_finger.BMP,data\SOCOFing\Real\387__F_Left_ring_finger.BMP,0.5504370927810669,874.0516483103856,0.12946884334087372,1.0,1.0,1.0,0.11462005944734201,0.875,0.683319091796875,-1.5868526706999146,2.941537096150957,0.03241029877050305,0.14501224711751717,0.0,0.5,1.0,0.5,0.0008367282983389879,0.2123336699596209,0.2988241180182475,Lower quality,False
Real,388__F_Right_index_finger.BMP,data\SOCOFing\Real\388__F_Right_index_finger.BMP,0.6085945963859558,1022.8080264842138,0.1614571064710617,1.0,1.0,1.0,0.1116000675195083,1.0,0.768096923828125,-1.294569180291516,3.009794127492864,0.28598749377018384,0.2920200353280397,0.23502003818392178,0.5,1.0,0.5,0.3490661234722658,0.41947874580990585,0.4476965545705397,Lower quality,False
Real,389__F_Right_middle_finger.BMP,data\SOCOFing\Real\389__F_Right_middle_finger.BMP,0.5782171487808228,1337.4585086619481,0.16918961703777313,1.0,1.0,1.0,0.11520197912341565,0.96875,0.7277374267578125,-1.457962606655278,3.126280317991461,0.15353634856126416,0.5429008147233574,0.3119061654393079,0.5,1.0,0.5,0.18328737073017862,0.30367971915168696,0.43691380232572435,Lower quality,False
Real,38__M_Right_thumb_finger.BMP,data\SOCOFing\Real\38__M_Right_thumb_finger.BMP,0.6823062300682068,2319.053906611167,0.19446218013763428,1.0,1.0,1.0,0.12925302293744687,0.984375,0.8215789794921875,-0.7968451462541954,3.3653108439685897,0.607383498574247,1.0,0.5631970606539637,0.5,1.0,0.5,0.5687464744594173,0.772222182119328,0.6889436519758695,Medium quality,False
Real,391__M_Left_little_finger.BMP,data\SOCOFing\Real\391__M_Left_little_finger.BMP,0.4567955732345581,699.0579799329599,0.11821186542510986,1.0,0.9495391845703125,1.0,0.10693560580402893,0.78125,0.5464976136527986,-2.799994811834732,2.844513197663687,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.125,Lower quality,False
Real,392__M_Left_ring_finger.BMP,data\SOCOFing\Real\392__M_Left_ring_finger.BMP,0.7411946058273315,2198.7571841990575,0.24260355532169342,1.0,1.0,1.0,0.11234172881366496,1.0,0.921600341796875,-0.4179174970891204,3.342177271477643,0.8641474278607639,1.0,1.0,0.5,1.0,0.5,0.9795894703854594,1.0,0.8554671122807779,Higher quality,False
